"","Herria","Lema","Erantzuna","Erantzuna (fon)"
"1","Abaurregaina  / Abaurrea Alta","nesako","nesáko","neśáko"
"2","Ahetze","neska","néská","néśká"
"3","Aia","neskakoskor","neskákoskórr","neśkákośkɔ́r̄"
"4","Aia","neskatill","neskatíll","neśkatíʎ"
"5","Aldude","neska","neská","neśká"
"6","Alkotz","neska ttikitto","néska ttikittoá","néśka ttikittoá"
"7","Alkotz","neskako","néskakoá","néśkakoá"
"8","Alkotz","nesako","nesákoa","neśákoa"
"9","Altzai","nexkatxun","nexkatxúna","neʃkatʃṹna"
"10","Altzürükü","nexkatxun","nexkatxun","neʃkatʃun"
"11","Amezketa","nexka","nexká","neʃká"
"12","Amezketa","nexkakoxkor","nexkákoxkórr","neʃkákoʃkɔ́r̄"
"13","Amezketa","nexkakozkor","nexkákozkórr","neʃkákoskɔ́r̄"
"14","Amezketa","neskakoxkor","neskákoxkorrá","neśkákoʃkor̄á"
"15","Andoain","neska","neská","neśká"
"16","Andoain","neskakoskor","néskakoskórr","néśkakośkór̄"
"17","Andoain","neskato","néskató","néśkató"
"18","Aniz","neskatiko","neskátiko","neśkátiko"
"19","Aramaio","neskatilla","néskatilla","néśkatiʎa"
"20","Araotz (Oñati)","neskatille","neskátille","neśkátiʎe"
"21","Arbizu","nexka","néxka","néʃka"
"22","Arbizu","nexkakoxkor","néxkakoxkórr","néʃkakoʃkór̄"
"23","Arboti","nexkato","nexkáto","neʃkáto"
"24","Arboti","nekatto","nekátto","nekátto"
"25","Armendaritze","nexka","néxka","néʃka"
"26","Armendaritze","nekato","nékato","nékato"
"27","Armendaritze","neska","neská","neśká"
"28","Arnegi","nexka","néxka","néʃka"
"29","Arrangoitze","nexka","néxka","néʃka"
"30","Arrasate","neskatilla","neskatílla","neśkatíʎa"
"31","Arrazola (Atxondo)","neskato","neskáto","neśkáto"
"32","Arrieta","neskatille","neskatille","neśkatiʎe"
"33","Arrieta","neskato","neskáto","neśkáto"
"34","Arrieta","neskabardingo","neskábarrdíngó","neśkáβar̄ðíŋgó"
"35","Arroa (Zestoa)","neskakoskor","neskákoskórr","neśkákośkɔ́r̄"
"36","Arroa (Zestoa)","neska","neská","neśká"
"37","Arrueta","nekatto","nekattua","nekattwa"
"38","Asteasu","neskakoskor","neskákoskórr","neśkákośkɔ́r̄"
"39","Ataun","neskato","neskató","neśkató"
"40","Azkaine","nexka","nexká","neʃká"
"41","Azkoitia","neskakoskor","neskakóskorr","neśkakɔ́śkor̄"
"42","Azpeitia","neskakoskor","neskákoskórr","neśkákośkɔ́r̄"
"43","Baigorri","neskato","neskato","neśkato"
"44","Bakio","neskatille","neskátille","neśkátiʎe"
"45","Bakio","neskato","neskáto","neśkáto"
"46","Bardoze","nexka","nexka","neʃka"
"47","Bardoze","néxkatila","néxkatilá","néʃkatilá"
"48","Bardoze","nexkatoña","néxkatóña","néʃkatóɲa"
"49","Bardoze","nexkatoko","nexkátoko","neʃkátoko"
"50","Barkoxe","nexkatxun","nexkatxúna","neʃkatʃúna"
"51","Bastida","neska","neska","neśka"
"52","Beasain","neskakoskor","neskákoskor","neśkákośkɔr"
"53","Beasain","neskato","neskáto","neśkáto"
"54","Behorlegi","nexkato","nexkató","neʃkató"
"55","Beizama","neskakoskor","neskákoskórr","neśkákośkɔ́r̄"
"56","Bergara","neskatilla","neskátilla","neśkátiʎa"
"57","Bermeo","neska","neská","neśká"
"58","Bermeo","neskatil","neskátil","neśkátil"
"59","Berriz","neskato","neskáto","neśkáto"
"60","Beruete","neskakozkor","neskákozkórr","neśkákɔskɔ́r̄"
"61","Beruete","neskakoxkorra","néskatokóxkorra","néśkatokóʃkor̄a"
"62","Beruete","neskato","néskató","néśkató"
"63","Beruete","neskatxe","néskatxé","néśkatʃé"
"64","Beskoitze","nexkatoko","néxkatoko","néʃkatoko"
"65","Bidarrai","neska","néska","néśka"
"66","Bolibar","neskatxa","neskátxa","neśkátʃa"
"67","Busturia","neskatotxu","neskátotxu","neśkátotʃu"
"68","Busturia","neskatxu","neskátxu","neśkátʃu"
"69","Deba","neska","néska","néśka"
"70","Deba","neskatilla","neskátillá","neśkátiʎá"
"71","Deba","neskakoskor","neskákoskórr","neśkákośkɔ́r̄"
"72","Dima","neskato","neskáto","neśkáto"
"73","Domintxaine","nekatto","nekátto","nekátto"
"74","Domintxaine","nexkatxun","nexkatxúna","neʃkatʃúna"
"75","Donamaria","neskateko","neskáteko","neśkátœko"
"76","Donamaria","neskateko","neskáteko","neśkáteko"
"77","Donibane Lohizune","nexka","néxka","néʃka"
"78","Donostia","neska","neska","neśka"
"79","Donostia","neskakoskor","neskákoskorr","neśkákośkor̄"
"80","Donostia","neskatxa","neskátxa","neśkátʃa"
"81","Dorrao / Torrano","neskato","neskáto","neśkáto"
"82","Eibar","nesgakoxkor","nesgákoxkor","neśɣákoʃkɔr"
"83","Elantxobe","neskatilla","neskátilla","neśkátiʎa"
"84","Elduain","neskakoskor","neskákoskorr","neśkákośkor̄"
"85","Elduain","neskatille","neskátillé","neśkátiʎé"
"86","Elgoibar","nesgagoskor","nesgágoskor","neśɣáɣośkor"
"87","Elorrio","neskato","neskáto","neśkáto"
"88","Erratzu","neskakozkor","neskákozkorr","neśkákoskɔr̄"
"89","Errezil","neskakoskor","neskákoskórr","neśkákośkɔ́r̄"
"90","Errigoiti","neskatxu","neskátxu","neśkátʃu"
"91","Errigoiti","neskabardingo","neskábarrdíngo","neśkáβar̄ðíŋgo"
"92","Eskiula","nexkatxar","néxkatxárra","néʃkatʃár̄a"
"93","Eskiula","nexkatxun","néxkatxúna","néʃkatʃṹna"
"94","Etxalar","neskakozkor","neskákozkórr","neśkákoskɔ́r̄"
"95","Etxaleku","neskatxe","néskatxé","néśkatʃé"
"96","Etxaleku","neskato","neskató","neśkató"
"97","Etxarri (Larraun)","neskato","néskató","néśkató"
"98","Etxebarri","neskatotxu","neskátotxu","neśkátotʃu"
"99","Etxebarria","neskato","neskáto","neśkáto"
"100","Etxebarria","neskakoxkor","neskákoxkórr","neśkákoʃkór̄"
"101","Eugi","nesako","nesakó","neśakó"
"102","Ezkio-Itsaso","neskatilla","neskátillá","neśkátiʎá"
"103","Ezkurra","neskatokozkor","neskatókozkórr","neśkatókoskɔ́r̄"
"104","Ezterenzubi","nexkato","néxkato","néʃkato"
"105","Ezterenzubi","nekatto","nekátto","nekátto"
"106","Gaintza","nexkato","néxkató","néʃkató"
"107","Gaintza","neskato","neskatoa","neśkatoa"
"108","Gaintza","nexkakoxkor","nexkákoxkórr","neʃkákɔʃkɔ́r̄"
"109","Gamarte","nexkato","nexkató","neʃkató"
"110","Gamiz-Fika","neskatille","neskátillé","neśkátiʎé"
"111","Garrüze","nekato","nekáto","nekátɔ"
"112","Getaria","neskakoskor","neskákoskórr","neśkákośkór̄"
"113","Getxo","neskatxa","neskátxa","neśkátʃa"
"114","Getxo","neskatilla","neskátilla","neśkátiʎa"
"115","Gizaburuaga","neskato","neskáto","neśkáto"
"116","Goizueta","neskakoxkor","neskakoxkórr","neśkakoʃkɔ́r̄"
"117","Hazparne","neskatogo","néskatogo","néśkatoɣo"
"118","Hazparne","neska","neská","neśká"
"119","Hendaia","nexka","nexká","neʃká"
"120","Hernani","neskakoskor","néskakoskórr","néśkakośkɔ́r̄"
"121","Hondarribia","neskakoskor","neskákoskorr","neśkákośkor̄"
"122","Hondarribia","neskatilla","neskatilla","neśkatiʎa"
"123","Ibarruri (Muxika)","neskatilla","neskatílla","neśkatíʎa"
"124","Igoa","neskatokozkor","néskatokózkorr","néśkatokóskɔr̄"
"125","Igoa","neskakoxkor","neskakoxkorrá","neśkakoʃkɔr̄á"
"126","Ikaztegieta","neskakoskor","neskakoskórr","neśkakośkór̄"
"127","Irisarri","neskato","néskato","néśkato"
"128","Itsasu","neskatoko","neskatoko","neśkatoko"
"129","Itsasu","hauskila","hauskíla","hau̯śkíla"
"130","Izturitze","neskato","neskato","neśkato"
"131","Izturitze","neska","neska","neśka"
"132","Jaurrieta","nexkato","nexkáto","neʃkáto"
"133","Jutsi","neskato","neskato","neśkato"
"134","Kortezubi","neskatilletxu","neskatílletxu","neśkatíʎetʃu"
"135","Landibarre","neska","neská","neśká"
"136","Landibarre","nexkato","nexkáto","neʃkáto"
"137","Larrabetzu","neskato","neskáto","neśkáto"
"138","Larrabetzu","neskatila","neskatillía","neśkatiʎía"
"139","Larraine","allhaba","allhabá","aʎhaβá"
"140","Larraine","allhabuna","állhabuná","áʎhaβuná"
"141","Larraine","nexkatxona","néxkatxóna","néʃkatʃóna"
"142","Larraine","nexkatxuna","nexkatxuna","neʃkatʃuna"
"143","Larzabale","nexkato","nexkáto","neʃkáto"
"144","Larzabale","nekato","nékato","né:kato"
"145","Lasarte-Oria","neskakoskor","neskákoskórr","neśkákośkór̄"
"146","Laukiz","ume","umé","umé"
"147","Laukiz","neskatoume","neskátoume","neśkátoume"
"148","Legazpi","neskakoskor","neskakoskorr","neśkakośkor̄"
"149","Leintz Gatzaga","neskatilla","neskátilla","neśkátiʎa"
"150","Leioa","neskato","neskáto","neśkáto"
"151","Leitza","neskakozkor","neskakozkórr","neśkakɔskɔ́r̄"
"152","Leitza","neskato","neskató","neśkató"
"153","Lekaroz","neskatiko","neskátiko","neśkátiko"
"154","Lekeitio","neskato","neskáto","neśkáto"
"155","Lemoa","neskato","neskáto","neśkáto"
"156","Lemoiz","neskatil","neskátil","neśkátil"
"157","Luzaide / Valcarlos","nexkato","nexkáto","neʃkáto"
"158","Makea","neskatxa","neskátxa","neśkátʃa"
"159","Makea","nexka","néxka","néʃka"
"160","Mañaria","neskato","neskáto","neśkáto"
"161","Mendaro","neskakoskor","neskákoskórr","neśkákɔśkɔ́r̄"
"162","Mendaro","neskasostor","neskásostórr","neśkáśɔśtɔ́r̄"
"163","Mendata","neskasamarro","neskásamarro","neśkáśamar̄o"
"164","Mezkiritz","neska","néska","néśka"
"165","Mezkiritz","neskagazte","néskagázte","néśkaɣáste"
"166","Montori","nexkatxun","nexkatxúna","neʃkatʃúna"
"167","Montori","nexkatxun","nexkatxúna","neʃkatʃṹna"
"168","Mugerre","neskatxa","neskatxa","neśkatʃa"
"169","Mungia","neskatobardingo","neskatobarrdíngo","neśkatoβar̄ðíŋgo"
"170","Mungia","neskatogaste","neskátogáste","neśkátoɣáśte"
"171","Oderitz","neskato","néskató","néśkató"
"172","Oiartzun","neskakozkor","neskákozkórr","neśkákoskór̄"
"173","Oñati","neskatilla","neskátilla","neśkátiʎa"
"174","Ondarroa","neskagaste","neskágaste","neśkáɣaśte"
"175","Orexa","neskato","neskáto","nɛśkáto"
"176","Orexa","neskakoskor","neskákoskórr","neśkákośkɔ́r̄"
"177","Orio","neskakoskor","neskákoskórr","neśkákośkɔ́r̄"
"178","Orozko","neska","néska","néśka"
"179","Orozko","neskato","neskáto","neśkáto"
"180","Orozko","neskatilla","neskatílla","neśkatíʎa"
"181","Otxandio","neskato","neskáto","neśkáto"
"182","Pagola","nekatxuna","nekatxúna","nekatʃúna"
"183","Pagola","nexkatxun","nexkatxúna","neʃkatʃúna"
"184","Pagola","nexkatila","nexkatila","neʃkatila"
"185","Pasaia","neskakoskor","neskákoskórr","neśkákośkór̄"
"186","Pasaia","neska","neská","neśká"
"187","Santa Grazi","neskatxüna","neskatx´üna","neśkatʃỹ́na"
"188","Sara","nexka","néxka","néʃka"
"189","Senpere","nexkagazte","néxkagázte","néʃkaɣáste"
"190","Senpere","neskatila","neskátilá","neśkátilá"
"191","Sohüta","nexkatzun","néxkatzún","néʃkatsún"
"192","Sondika","neskatile","neskatíle","neśkatíle"
"193","Suarbe","neskako","neskáko","neśkáko"
"194","Sunbilla","neska","neská","neśká"
"195","Tolosa","neskaoxkor","neskáoxkorrá","neśkáɔʃkor̄á"
"196","Tolosa","neskaoxkor","neskáoxkórr","neśkáɔʃkɔ́r̄"
"197","Uharte Garazi","nexka","néxka","néʃka"
"198","Uharte Garazi","neskatoki","neskátokí","neśkátokí"
"199","Urdiain","neskagazte","neskagáztiák","neśkaɣástiák"
"200","Urketa","nexka","néxka","néʃka"
"201","Urretxu","neskakoskor","neskákoskórr","neśkákośkɔ́r̄"
"202","Ürrüstoi","nexkatxun","nexkatxúna","neʃkatʃṹna"
"203","Uztaritze","neska","néska","néśka"
"204","Zaratamo","neskato","neskáto","neśkáto"
"205","Zeanuri","neskato","neskáto","neśkáto"
"206","Zeanuri","neskatxi","neskátxi","neśkátʃi"
"207","Zeanuri","neskatille","neskatílle","neśkatíʎe"
"208","Zeberio","neskatilla","neskatílla","neśkatíʎa"
"209","Zegama","neska","neská","neśká"
"210","Zilbeti","nesako","nesáko","neśáko"
"211","Zollo (Arrankudiaga)","neskatille","neskátille","neśkátiʎe"
"212","Zornotza","neskato","neskáto","neśkáto"
"213","Zugarramurdi","nexka ttikia","nexká ttikiá","neʃká ttikiá"
"214","Zugarramurdi","nexkakoxkor","néxkakoxkórra","néʃkakoʃkór̄a"
